,rooms,bedrooms,bathrooms,surface_total,surface_covered,price,property_type,variable,motivo
28437,2.0,1.0,,45.0,41.0,120000.0,Departamento,bathrooms,Descartado por dato faltante
28438,2.0,1.0,,45.0,41.0,120000.0,Departamento,bathrooms,Descartado por dato faltante
28455,3.0,2.0,,87.0,77.0,215000.0,PH,bathrooms,Descartado por dato faltante
28457,3.0,2.0,,87.0,77.0,215000.0,PH,bathrooms,Descartado por dato faltante
28465,3.0,2.0,,62.0,59.0,170000.0,Departamento,bathrooms,Descartado por dato faltante
28472,3.0,2.0,,62.0,59.0,170000.0,Departamento,bathrooms,Descartado por dato faltante
28474,3.0,2.0,,62.0,59.0,170000.0,Departamento,bathrooms,Descartado por dato faltante
28498,5.0,4.0,,164.0,108.0,395000.0,PH,bathrooms,Descartado por dato faltante
28524,2.0,1.0,,,,198000.0,Casa,bathrooms,Descartado por dato faltante
28544,3.0,2.0,,,,250000.0,Casa,bathrooms,Descartado por dato faltante
28591,4.0,3.0,,,,340000.0,Casa,bathrooms,Descartado por dato faltante
28627,5.0,4.0,,,,150000.0,Casa,bathrooms,Descartado por dato faltante
28635,5.0,4.0,,,,350000.0,Casa,bathrooms,Descartado por dato faltante
28640,5.0,4.0,,,,270000.0,Casa,bathrooms,Descartado por dato faltante
28649,7.0,6.0,,,,620000.0,Casa,bathrooms,Descartado por dato faltante
28667,1.0,0.0,,,,95000.0,Departamento,bathrooms,Descartado por dato faltante
28678,1.0,0.0,,,,108000.0,Departamento,bathrooms,Descartado por dato faltante
28714,1.0,0.0,,,,75000.0,Departamento,bathrooms,Descartado por dato faltante
28715,1.0,0.0,,,,45000.0,Departamento,bathrooms,Descartado por dato faltante
28716,1.0,0.0,,,,70000.0,Departamento,bathrooms,Descartado por dato faltante
28740,2.0,1.0,,,,84000.0,Departamento,bathrooms,Descartado por dato faltante
28745,2.0,1.0,,,,139000.0,Departamento,bathrooms,Descartado por dato faltante
28796,2.0,1.0,,,,189000.0,Departamento,bathrooms,Descartado por dato faltante
28831,2.0,1.0,,,,114000.0,Departamento,bathrooms,Descartado por dato faltante
28839,2.0,1.0,,,,195000.0,Departamento,bathrooms,Descartado por dato faltante
28845,2.0,1.0,,,,160000.0,Departamento,bathrooms,Descartado por dato faltante
28879,2.0,1.0,,,,78000.0,Departamento,bathrooms,Descartado por dato faltante
28880,2.0,1.0,,,,83000.0,Departamento,bathrooms,Descartado por dato faltante
28881,2.0,1.0,,,,90000.0,Departamento,bathrooms,Descartado por dato faltante
28882,2.0,1.0,,,,95000.0,Departamento,bathrooms,Descartado por dato faltante
28883,2.0,1.0,,,,98000.0,Departamento,bathrooms,Descartado por dato faltante
28884,2.0,1.0,,,,125000.0,Departamento,bathrooms,Descartado por dato faltante
28960,3.0,2.0,,,,150000.0,Departamento,bathrooms,Descartado por dato faltante
28961,3.0,2.0,,,,150000.0,Departamento,bathrooms,Descartado por dato faltante
28966,3.0,2.0,,,,260000.0,Departamento,bathrooms,Descartado por dato faltante
28984,3.0,2.0,,,,160000.0,Departamento,bathrooms,Descartado por dato faltante
28985,3.0,2.0,,,,170000.0,Departamento,bathrooms,Descartado por dato faltante
28999,3.0,2.0,,,,135000.0,Departamento,bathrooms,Descartado por dato faltante
29006,3.0,2.0,,,,150000.0,Departamento,bathrooms,Descartado por dato faltante
29007,3.0,2.0,,,,200000.0,Departamento,bathrooms,Descartado por dato faltante
29008,3.0,2.0,,,,295000.0,Departamento,bathrooms,Descartado por dato faltante
29009,3.0,2.0,,,,365000.0,Departamento,bathrooms,Descartado por dato faltante
29021,3.0,2.0,,,,114000.0,Departamento,bathrooms,Descartado por dato faltante
29060,3.0,2.0,,,,650000.0,Departamento,bathrooms,Descartado por dato faltante
29067,3.0,2.0,,,,140000.0,Departamento,bathrooms,Descartado por dato faltante
29068,3.0,2.0,,,,160000.0,Departamento,bathrooms,Descartado por dato faltante
29069,3.0,2.0,,,,165000.0,Departamento,bathrooms,Descartado por dato faltante
29070,3.0,2.0,,,,220000.0,Departamento,bathrooms,Descartado por dato faltante
29127,4.0,3.0,,,,340000.0,Departamento,bathrooms,Descartado por dato faltante
29143,4.0,3.0,,,,1180000.0,Departamento,bathrooms,Descartado por dato faltante
29144,4.0,3.0,,,,1350000.0,Departamento,bathrooms,Descartado por dato faltante
29145,4.0,3.0,,,,160000.0,Departamento,bathrooms,Descartado por dato faltante
29146,4.0,3.0,,,,345000.0,Departamento,bathrooms,Descartado por dato faltante
29147,4.0,3.0,,,,250000.0,Departamento,bathrooms,Descartado por dato faltante
29153,4.0,3.0,,,,270000.0,Departamento,bathrooms,Descartado por dato faltante
29159,4.0,3.0,,,,200000.0,Departamento,bathrooms,Descartado por dato faltante
29187,5.0,4.0,,,,200000.0,Departamento,bathrooms,Descartado por dato faltante
29197,1.0,1.0,,,,63000.0,Departamento,bathrooms,Descartado por dato faltante
29404,3.0,2.0,,70.0,,230000.0,Departamento,bathrooms,Descartado por dato faltante
29532,2.0,1.0,,42.0,42.0,75900.0,Departamento,bathrooms,Descartado por dato faltante
30374,2.0,1.0,,55.0,52.0,225000.0,Departamento,bathrooms,Descartado por dato faltante
30383,2.0,1.0,,37.0,37.0,72000.0,Departamento,bathrooms,Descartado por dato faltante
30679,4.0,3.0,,120.0,120.0,260000.0,Departamento,bathrooms,Descartado por dato faltante
30767,2.0,1.0,,52.0,42.0,115000.0,PH,bathrooms,Descartado por dato faltante
30768,2.0,1.0,,55.0,51.0,110000.0,PH,bathrooms,Descartado por dato faltante
30863,2.0,1.0,,38.0,38.0,78000.0,Departamento,bathrooms,Descartado por dato faltante
30875,2.0,1.0,,41.0,38.0,120000.0,Departamento,bathrooms,Descartado por dato faltante
30945,3.0,2.0,,70.0,68.0,185000.0,Departamento,bathrooms,Descartado por dato faltante
30964,3.0,2.0,,55.0,52.0,90000.0,Departamento,bathrooms,Descartado por dato faltante
31071,2.0,1.0,,49.0,42.0,98000.0,Departamento,bathrooms,Descartado por dato faltante
31190,1.0,1.0,,35.0,35.0,97000.0,Departamento,bathrooms,Descartado por dato faltante
31214,2.0,1.0,,40.0,36.0,82000.0,Departamento,bathrooms,Descartado por dato faltante
31345,3.0,2.0,,53.0,53.0,100000.0,Departamento,bathrooms,Descartado por dato faltante
31351,3.0,2.0,,75.0,73.0,190000.0,Departamento,bathrooms,Descartado por dato faltante
31448,4.0,3.0,,141.0,81.0,298000.0,Casa,bathrooms,Descartado por dato faltante
32039,3.0,2.0,,112.0,112.0,250000.0,Departamento,bathrooms,Descartado por dato faltante
32107,4.0,3.0,,82.0,79.0,215000.0,Departamento,bathrooms,Descartado por dato faltante
32372,4.0,3.0,,130.0,130.0,285000.0,Departamento,bathrooms,Descartado por dato faltante
32436,2.0,1.0,,48.0,48.0,210000.0,Departamento,bathrooms,Descartado por dato faltante
32443,6.0,5.0,,207.0,168.0,210000.0,PH,bathrooms,Descartado por dato faltante
32449,3.0,2.0,,82.0,82.0,273000.0,Departamento,bathrooms,Descartado por dato faltante
32500,4.0,3.0,,390.0,360.0,2400000.0,Departamento,bathrooms,Descartado por dato faltante
32501,4.0,3.0,,235.0,235.0,1250000.0,Departamento,bathrooms,Descartado por dato faltante
32721,5.0,4.0,,317.0,317.0,358000.0,PH,bathrooms,Descartado por dato faltante
32728,2.0,1.0,,94.0,38.0,125000.0,Departamento,bathrooms,Descartado por dato faltante
32732,2.0,1.0,,146.0,60.0,170000.0,Departamento,bathrooms,Descartado por dato faltante
32740,3.0,2.0,,90.0,77.0,195000.0,Departamento,bathrooms,Descartado por dato faltante
32743,3.0,2.0,,130.0,65.0,215000.0,Casa,bathrooms,Descartado por dato faltante
32749,4.0,3.0,,110.0,153.0,270000.0,Casa,bathrooms,Descartado por dato faltante
32754,4.0,3.0,,143.0,143.0,225000.0,Casa,bathrooms,Descartado por dato faltante
32847,2.0,1.0,,30.0,30.0,98000.0,Departamento,bathrooms,Descartado por dato faltante
32939,3.0,2.0,,58.0,54.0,165000.0,Departamento,bathrooms,Descartado por dato faltante
33056,5.0,4.0,,,190.0,230000.0,Casa,bathrooms,Descartado por dato faltante
33133,2.0,1.0,,46.0,46.0,139000.0,Departamento,bathrooms,Descartado por dato faltante
33167,2.0,1.0,,55.0,52.0,225000.0,Departamento,bathrooms,Descartado por dato faltante
33332,3.0,2.0,,100.0,70.0,300000.0,Departamento,bathrooms,Descartado por dato faltante
33477,2.0,1.0,,33.0,33.0,67000.0,Departamento,bathrooms,Descartado por dato faltante
34026,1.0,1.0,,34.0,29.0,89000.0,Departamento,bathrooms,Descartado por dato faltante
34170,3.0,2.0,,84.0,54.0,110000.0,Departamento,bathrooms,Descartado por dato faltante
34341,4.0,3.0,,118.0,104.0,265000.0,Departamento,bathrooms,Descartado por dato faltante
34365,5.0,4.0,,258.0,186.0,455000.0,Casa,bathrooms,Descartado por dato faltante
34384,6.0,5.0,,317.0,230.0,429000.0,PH,bathrooms,Descartado por dato faltante
34784,2.0,1.0,,38.0,38.0,81000.0,Departamento,bathrooms,Descartado por dato faltante
35055,3.0,2.0,,70.0,,105000.0,Departamento,bathrooms,Descartado por dato faltante
35148,4.0,3.0,,230.0,156.0,395000.0,Casa,bathrooms,Descartado por dato faltante
35417,2.0,1.0,,,,135000.0,Departamento,bathrooms,Descartado por dato faltante
35456,2.0,1.0,,40.0,40.0,87000.0,Departamento,bathrooms,Descartado por dato faltante
35478,2.0,1.0,,45.0,45.0,98000.0,Departamento,bathrooms,Descartado por dato faltante
35895,7.0,6.0,,280.0,260.0,300000.0,PH,bathrooms,Descartado por dato faltante
35997,2.0,1.0,,41.0,38.0,90000.0,Departamento,bathrooms,Descartado por dato faltante
35999,2.0,1.0,,40.0,40.0,87000.0,Departamento,bathrooms,Descartado por dato faltante
36231,4.0,3.0,,184.0,174.0,690000.0,Departamento,bathrooms,Descartado por dato faltante
36524,2.0,1.0,,38.0,38.0,68000.0,Departamento,bathrooms,Descartado por dato faltante
37132,1.0,1.0,,42.0,42.0,105000.0,Departamento,bathrooms,Descartado por dato faltante
37143,1.0,1.0,,30.0,30.0,40000.0,Departamento,bathrooms,Descartado por dato faltante
37158,1.0,1.0,,52.0,52.0,260000.0,Departamento,bathrooms,Descartado por dato faltante
37531,4.0,3.0,,134.0,126.0,350000.0,Departamento,bathrooms,Descartado por dato faltante
37553,4.0,3.0,,230.0,225.0,900000.0,Departamento,bathrooms,Descartado por dato faltante
38203,3.0,2.0,,77.0,64.0,136000.0,PH,bathrooms,Descartado por dato faltante
38242,3.0,2.0,,72.0,66.0,195000.0,Departamento,bathrooms,Descartado por dato faltante
38247,3.0,2.0,,51.0,44.0,145000.0,Departamento,bathrooms,Descartado por dato faltante
38263,4.0,3.0,,88.0,80.0,185000.0,PH,bathrooms,Descartado por dato faltante
38264,4.0,3.0,,331.0,152.0,245000.0,PH,bathrooms,Descartado por dato faltante
38268,4.0,3.0,,180.0,100.0,220000.0,PH,bathrooms,Descartado por dato faltante
38271,4.0,3.0,,100.0,100.0,120000.0,PH,bathrooms,Descartado por dato faltante
38334,5.0,4.0,,212.0,148.0,460000.0,Casa,bathrooms,Descartado por dato faltante
38608,1.0,1.0,,34.0,30.0,75000.0,Departamento,bathrooms,Descartado por dato faltante
38609,2.0,1.0,,60.0,43.0,129000.0,Departamento,bathrooms,Descartado por dato faltante
38610,1.0,1.0,,26.0,26.0,74500.0,Departamento,bathrooms,Descartado por dato faltante
38668,3.0,2.0,,58.0,44.0,139000.0,Departamento,bathrooms,Descartado por dato faltante
38970,5.0,4.0,,179.0,164.0,137000.0,Departamento,bathrooms,Descartado por dato faltante
40398,1.0,1.0,,25.0,22.0,64500.0,Departamento,bathrooms,Descartado por dato faltante
40410,3.0,2.0,,75.0,75.0,134900.0,Departamento,bathrooms,Descartado por dato faltante
40464,1.0,0.0,,62.0,37.0,110000.0,Departamento,bathrooms,Descartado por dato faltante
40465,1.0,0.0,,35.0,32.0,87000.0,Departamento,bathrooms,Descartado por dato faltante
40513,2.0,1.0,,61.0,61.0,320000.0,Departamento,bathrooms,Descartado por dato faltante
40515,2.0,1.0,,61.0,61.0,275000.0,Departamento,bathrooms,Descartado por dato faltante
40517,2.0,1.0,,41.0,35.0,90000.0,Departamento,bathrooms,Descartado por dato faltante
40559,1.0,1.0,,35.0,33.0,80000.0,Departamento,bathrooms,Descartado por dato faltante
40560,1.0,1.0,,35.0,33.0,85000.0,Departamento,bathrooms,Descartado por dato faltante
40618,2.0,1.0,,37.0,37.0,87000.0,Departamento,bathrooms,Descartado por dato faltante
40709,3.0,2.0,,57.0,57.0,135000.0,Departamento,bathrooms,Descartado por dato faltante
40745,3.0,2.0,,57.0,,180000.0,Departamento,bathrooms,Descartado por dato faltante
40816,4.0,3.0,,80.0,71.0,125000.0,Departamento,bathrooms,Descartado por dato faltante
40848,4.0,3.0,,105.0,90.0,265000.0,Departamento,bathrooms,Descartado por dato faltante
40941,2.0,1.0,,40.0,36.0,142900.0,Departamento,bathrooms,Descartado por dato faltante
41005,4.0,3.0,,99.0,94.0,425000.0,Departamento,bathrooms,Descartado por dato faltante
41417,2.0,1.0,,40.0,40.0,87000.0,Departamento,bathrooms,Descartado por dato faltante
41528,2.0,1.0,,67.0,57.0,420000.0,Departamento,bathrooms,Descartado por dato faltante
42453,3.0,2.0,,53.0,53.0,128000.0,Departamento,bathrooms,Descartado por dato faltante
42844,1.0,1.0,,24.0,24.0,68000.0,Departamento,bathrooms,Descartado por dato faltante
43307,2.0,1.0,,40.0,40.0,87000.0,Departamento,bathrooms,Descartado por dato faltante
43982,2.0,1.0,,41.0,38.0,90000.0,Departamento,bathrooms,Descartado por dato faltante
44049,3.0,2.0,,56.0,51.0,115000.0,Departamento,bathrooms,Descartado por dato faltante
44786,1.0,1.0,,36.0,32.0,86000.0,Departamento,bathrooms,Descartado por dato faltante
44788,2.0,1.0,,42.0,49.0,114000.0,Departamento,bathrooms,Descartado por dato faltante
44793,2.0,1.0,,42.0,49.0,114000.0,Departamento,bathrooms,Descartado por dato faltante
44814,2.0,1.0,,49.0,43.0,149000.0,Departamento,bathrooms,Descartado por dato faltante
44839,3.0,2.0,,97.0,75.0,135000.0,PH,bathrooms,Descartado por dato faltante
44989,3.0,2.0,,135.0,77.0,315000.0,Departamento,bathrooms,Descartado por dato faltante
45100,4.0,3.0,,116.0,116.0,350000.0,Departamento,bathrooms,Descartado por dato faltante
45689,2.0,1.0,,40.0,40.0,87000.0,Departamento,bathrooms,Descartado por dato faltante
45834,3.0,2.0,,65.0,65.0,180000.0,Departamento,bathrooms,Descartado por dato faltante
46190,2.0,1.0,,38.0,34.0,95000.0,Departamento,bathrooms,Descartado por dato faltante
46191,2.0,1.0,,45.0,42.0,168000.0,Departamento,bathrooms,Descartado por dato faltante
46195,4.0,3.0,,290.0,160.0,350000.0,Casa,bathrooms,Descartado por dato faltante
46196,2.0,1.0,,62.0,54.0,180000.0,Departamento,bathrooms,Descartado por dato faltante
46197,1.0,0.0,,38.0,33.0,120000.0,Departamento,bathrooms,Descartado por dato faltante
46198,1.0,0.0,,38.0,38.0,79900.0,Departamento,bathrooms,Descartado por dato faltante
46201,2.0,1.0,,38.0,34.0,95000.0,Departamento,bathrooms,Descartado por dato faltante
46450,2.0,1.0,,70.0,35.0,61000.0,Departamento,bathrooms,Descartado por dato faltante
46471,4.0,3.0,,75.0,111.0,230000.0,Casa,bathrooms,Descartado por dato faltante
46473,4.0,3.0,,169.0,175.0,300000.0,Casa,bathrooms,Descartado por dato faltante
46474,4.0,3.0,,174.0,128.0,205000.0,Casa,bathrooms,Descartado por dato faltante
46478,4.0,3.0,,91.0,114.0,220000.0,Casa,bathrooms,Descartado por dato faltante
46483,4.0,3.0,,116.0,81.0,260000.0,Departamento,bathrooms,Descartado por dato faltante
46486,4.0,3.0,,110.0,100.0,250000.0,Departamento,bathrooms,Descartado por dato faltante
46562,2.0,1.0,,26.0,26.0,68000.0,Departamento,bathrooms,Descartado por dato faltante
46585,2.0,1.0,,51.0,48.0,129000.0,Departamento,bathrooms,Descartado por dato faltante
46590,2.0,1.0,,60.0,,115000.0,Departamento,bathrooms,Descartado por dato faltante
46614,2.0,1.0,,49.0,43.0,149000.0,Departamento,bathrooms,Descartado por dato faltante
46626,3.0,2.0,,53.0,40.0,74000.0,PH,bathrooms,Descartado por dato faltante
46671,3.0,2.0,,54.0,52.0,84000.0,Departamento,bathrooms,Descartado por dato faltante
46694,3.0,2.0,,55.0,50.0,112000.0,Departamento,bathrooms,Descartado por dato faltante
46734,4.0,3.0,,150.0,150.0,170000.0,Casa,bathrooms,Descartado por dato faltante
46775,4.0,3.0,,62.0,59.0,150000.0,Departamento,bathrooms,Descartado por dato faltante
46937,1.0,0.0,,50.0,43.0,260000.0,Departamento,bathrooms,Descartado por dato faltante
47053,3.0,2.0,,110.0,110.0,155000.0,Departamento,bathrooms,Descartado por dato faltante
47070,3.0,2.0,,140.0,,115000.0,Departamento,bathrooms,Descartado por dato faltante
47114,1.0,0.0,,34.0,30.0,99000.0,Departamento,bathrooms,Descartado por dato faltante
47193,2.0,1.0,,55.0,48.0,126825.0,Departamento,bathrooms,Descartado por dato faltante
47204,2.0,1.0,,25.0,,89000.0,Departamento,bathrooms,Descartado por dato faltante
47228,2.0,1.0,,51.0,42.0,147507.0,Departamento,bathrooms,Descartado por dato faltante
47231,1.0,1.0,,30.0,27.0,91922.0,Departamento,bathrooms,Descartado por dato faltante
47232,2.0,1.0,,55.0,52.0,225000.0,Departamento,bathrooms,Descartado por dato faltante
47233,2.0,1.0,,50.0,50.0,120000.0,Departamento,bathrooms,Descartado por dato faltante
47234,2.0,1.0,,59.0,59.0,250000.0,Departamento,bathrooms,Descartado por dato faltante
47237,1.0,1.0,,57.0,27.0,94482.0,Departamento,bathrooms,Descartado por dato faltante
47410,3.0,2.0,,82.0,72.0,196500.0,Departamento,bathrooms,Descartado por dato faltante
47440,3.0,2.0,,60.0,60.0,115000.0,Departamento,bathrooms,Descartado por dato faltante
47449,3.0,2.0,,52.0,52.0,138000.0,Departamento,bathrooms,Descartado por dato faltante
47626,5.0,4.0,,430.0,,400000.0,Casa,bathrooms,Descartado por dato faltante
47627,5.0,4.0,,569.0,304.0,499000.0,Casa,bathrooms,Descartado por dato faltante
47760,2.0,1.0,,54.0,54.0,105000.0,Departamento,bathrooms,Descartado por dato faltante
47864,3.0,2.0,,70.0,65.0,110000.0,Departamento,bathrooms,Descartado por dato faltante
47874,3.0,2.0,,60.0,60.0,110000.0,Departamento,bathrooms,Descartado por dato faltante
47948,4.0,3.0,,226.0,95.0,350000.0,Departamento,bathrooms,Descartado por dato faltante
47949,4.0,3.0,,90.0,87.0,270000.0,Departamento,bathrooms,Descartado por dato faltante
47959,4.0,3.0,,78.0,78.0,225000.0,Departamento,bathrooms,Descartado por dato faltante
48059,4.0,3.0,,144.0,144.0,380000.0,Casa,bathrooms,Descartado por dato faltante
48087,1.0,0.0,,40.0,34.0,102000.0,Departamento,bathrooms,Descartado por dato faltante
48106,1.0,1.0,,25.0,25.0,30000.0,Departamento,bathrooms,Descartado por dato faltante
48236,3.0,2.0,,58.0,58.0,125000.0,Departamento,bathrooms,Descartado por dato faltante
48353,3.0,2.0,,191.0,118.0,249800.0,PH,bathrooms,Descartado por dato faltante
48387,4.0,3.0,,182.0,86.0,430000.0,Departamento,bathrooms,Descartado por dato faltante
48724,2.0,1.0,,30.0,,72000.0,Departamento,bathrooms,Descartado por dato faltante
49124,3.0,2.0,,61.0,61.0,95000.0,PH,bathrooms,Descartado por dato faltante
49224,3.0,2.0,,60.0,54.0,169000.0,Departamento,bathrooms,Descartado por dato faltante
49605,1.0,1.0,,39.0,39.0,81500.0,Departamento,bathrooms,Descartado por dato faltante
49609,1.0,0.0,,34.0,30.0,91000.0,Departamento,bathrooms,Descartado por dato faltante
49630,2.0,1.0,,53.0,49.0,155000.0,Departamento,bathrooms,Descartado por dato faltante
49638,2.0,1.0,,41.0,34.0,97900.0,Departamento,bathrooms,Descartado por dato faltante
49669,2.0,1.0,,60.0,54.0,129000.0,Departamento,bathrooms,Descartado por dato faltante
49690,3.0,2.0,,157.0,127.0,160000.0,PH,bathrooms,Descartado por dato faltante
49711,3.0,2.0,,128.0,116.0,550000.0,Departamento,bathrooms,Descartado por dato faltante
49747,3.0,2.0,,80.0,74.0,164000.0,Departamento,bathrooms,Descartado por dato faltante
49753,4.0,3.0,,90.0,75.0,160000.0,PH,bathrooms,Descartado por dato faltante
49797,5.0,4.0,,111.0,95.0,175000.0,PH,bathrooms,Descartado por dato faltante
49831,2.0,1.0,,58.0,47.0,105000.0,Departamento,bathrooms,Descartado por dato faltante
49948,1.0,1.0,,42.0,36.0,140000.0,Departamento,bathrooms,Descartado por dato faltante
49949,1.0,1.0,,43.0,37.0,137000.0,Departamento,bathrooms,Descartado por dato faltante
49952,2.0,1.0,,51.0,44.0,130000.0,Departamento,bathrooms,Descartado por dato faltante
50006,3.0,2.0,,48.0,48.0,99500.0,Departamento,bathrooms,Descartado por dato faltante
50013,3.0,2.0,,51.0,44.0,130000.0,Departamento,bathrooms,Descartado por dato faltante
50246,3.0,2.0,,56.0,49.0,75000.0,Departamento,bathrooms,Descartado por dato faltante
50400,3.0,2.0,,82.0,82.0,200000.0,PH,bathrooms,Descartado por dato faltante
50427,3.0,2.0,,71.0,68.0,172000.0,Departamento,bathrooms,Descartado por dato faltante
50445,3.0,2.0,,90.0,82.0,205000.0,Departamento,bathrooms,Descartado por dato faltante
50494,5.0,4.0,,300.0,232.0,420000.0,PH,bathrooms,Descartado por dato faltante
